application_id,merchant_id,application_date,monthly_volume,requested_limit,average_ticket_size,owner_credit_score,years_in_business,previous_chargeback_ratio,kyc_status,kyb_status,tmf_list
APP-998181,sXZoMZw06409097,2025-11-29,50000,60000,71.37,804,0,0.0,Passed,Failed,False
APP-994281,xHGrkqE14562328,2025-07-01,100000,120000,9003.34,691,2,0.7,Passed,Passed,False
APP-834206,bNJuNoP54965137,2025-04-04,10000,12000,61.56,753,4,0.5,Passed,Passed,False
APP-395534,ALVUjAP13826758,2025-03-13,10000,12000,266.3,764,2,0.43,Passed,Passed,False
APP-497197,fQnPOMb85064317,2025-02-16,10000,12000,335.4,753,5,0.58,Passed,Passed,False
APP-040932,QbiawYY04228421,2025-04-17,50000,60000,7212.61,684,10,0.74,Passed,Passed,False
APP-430091,DPbdEzB17839084,2025-09-06,50000,60000,474.26,845,8,0.74,Passed,Passed,False
APP-731633,PPXJUnB84789611,2025-02-18,10000,12000,46.79,790,8,0.59,Passed,Passed,False
APP-308724,JdLJJvQ11116152,2025-04-03,25000,30000,3953.06,780,8,0.41,Passed,Passed,False
APP-839071,KoZBJXN73158514,2025-11-23,100000,120000,5111.19,822,0,0.0,Passed,Passed,False
APP-125798,yADvkxt96120183,2025-12-10,10000,12000,62.21,665,9,0.15,Passed,Passed,False
APP-691024,sRRLFHQ64381561,2025-11-07,10000,12000,3583.82,757,2,1.36,Passed,Passed,False
APP-982724,ezVcBbD22683885,2025-04-17,100000,120000,36.3,680,10,0.77,Passed,Passed,False
APP-952076,zHfztVv75161369,2025-07-28,25000,30000,8513.39,518,0,0.0,Passed,Passed,False
APP-152831,WWPelXO31243292,2025-02-02,25000,30000,322.76,658,5,0.21,Passed,Passed,False
APP-977895,CcdxseP49058147,2025-02-08,10000,12000,3166.0,662,1,0.17,Passed,Passed,False
APP-650180,HHNkxxs51820377,2025-01-20,25000,30000,7789.47,724,0,0.0,Passed,Passed,False
APP-440277,iMTftJy25192546,2025-05-23,50000,60000,313.21,792,2,0.79,Passed,Passed,False
APP-123162,YgGXIVH57332214,2025-05-04,100000,120000,6002.66,641,0,0.0,Passed,Passed,False
APP-751000,ZYEmxRK79473834,2025-03-20,100000,120000,467.43,726,4,0.36,Passed,Passed,False
APP-685743,GjBfoCw18141247,2025-08-02,10000,12000,49.37,815,6,0.49,Passed,Passed,False
APP-738471,Nafbqnj22047277,2025-09-29,25000,30000,13.61,844,6,0.57,Passed,Passed,False
APP-845816,BaNwpKA98089324,2025-03-24,25000,30000,8825.26,839,5,0.31,Passed,Failed,False
APP-021291,VWvicwI40515319,2025-07-15,25000,30000,726.06,769,3,0.38,Passed,Passed,False
APP-363725,qcWPmsw30548687,2025-10-29,100000,120000,519.4,661,7,0.63,Passed,Passed,False
APP-129803,IsugfuQ84161692,2025-12-15,50000,60000,48.73,747,9,0.51,Passed,Passed,False
APP-102623,RYCciep16582029,2025-06-10,50000,60000,331.59,740,7,0.78,Passed,Passed,False
APP-506748,hqXqTCn31027868,2025-09-21,10000,12000,46.68,811,1,0.76,Passed,Passed,True
APP-252292,pYFbxJK22583132,2025-04-29,100000,120000,4358.81,654,9,1.46,Passed,Passed,True
APP-654763,lXiBGdh17785289,2025-10-24,50000,60000,582.16,695,4,0.11,Passed,Passed,False
APP-691455,QNUMvKc81829922,2025-11-25,25000,30000,6578.03,753,4,0.67,Passed,Passed,False
APP-036535,CAEDnvM73647102,2025-12-31,50000,60000,7156.37,747,1,0.56,Passed,Passed,False
APP-423724,pkuKUum32104696,2025-06-09,25000,30000,174.42,629,6,1.1,Passed,Passed,False
APP-762267,gBiqUxW04797480,2025-05-23,100000,120000,28.98,695,1,0.58,Passed,Passed,False
APP-747904,xWjmMGz91216558,2025-10-21,25000,30000,777.03,749,6,0.75,Passed,Passed,False
APP-522420,EbxvRhA95888794,2025-05-12,25000,30000,811.45,669,1,0.45,Passed,Passed,False
APP-642549,uAjASnA23091307,2025-06-14,100000,120000,972.03,741,5,1.06,Passed,Passed,False
APP-064371,prJtotX85854973,2025-08-14,100000,120000,1771.25,747,9,0.31,Passed,Passed,False
APP-603489,VEnmIrJ24041574,2025-06-27,50000,60000,424.63,683,1,0.1,Passed,Passed,False
APP-311601,PmWsusP12082677,2025-05-08,100000,120000,1929.64,748,1,0.35,Passed,Passed,False
APP-539952,vsDPIHF24004991,2025-12-05,25000,30000,6147.64,687,2,0.58,Passed,Passed,False
APP-154240,zQgliEu32966851,2025-02-04,100000,120000,64.79,700,5,0.28,Passed,Passed,True
APP-043790,NooiEjD42684145,2025-09-14,100000,120000,3989.95,816,9,0.37,Failed,Passed,False
APP-680883,HChRnTL88398225,2025-05-04,25000,30000,5311.09,775,2,0.78,Failed,Passed,False
APP-558364,SeIdeEc40391065,2025-04-28,50000,60000,67.15,446,6,0.36,Passed,Passed,False
APP-875979,UoaWbtD25128682,2025-07-26,100000,120000,9486.77,754,3,0.41,Passed,Passed,False
APP-742542,MRTdpVc03311907,2025-08-19,50000,60000,692.8,752,6,0.94,Passed,Passed,False
APP-043682,LVlORBJ28364408,2025-10-19,100000,120000,48.06,427,5,0.59,Passed,Passed,False
APP-568497,AAJHiyp73342708,2025-11-20,10000,12000,6068.98,510,10,0.57,Passed,Passed,False
APP-850786,anmVhVW39837354,2025-11-28,25000,30000,5012.01,656,6,0.42,Passed,Passed,False
APP-725308,nxuAcKo45877175,2025-02-09,10000,12000,204.46,739,2,0.34,Passed,Passed,False
APP-808678,iUIFlIP54777252,2025-09-04,50000,60000,1604.57,679,0,0.0,Passed,Passed,False
APP-945119,baIJAab87509977,2025-11-26,25000,30000,9369.3,768,3,0.46,Passed,Passed,False
APP-246719,SotRfPP46156793,2025-08-14,100000,120000,456.02,704,9,0.72,Passed,Passed,False
APP-275237,rceRrIK91803397,2025-11-25,10000,12000,6196.13,775,8,0.23,Passed,Passed,False
APP-002959,BoevMXN56218501,2025-08-22,100000,120000,628.3,726,5,0.35,Passed,Passed,False
APP-351875,yTYOjVy19431142,2025-06-15,50000,60000,18.25,802,4,0.18,Passed,Passed,False
APP-532093,MMYuyas86101581,2025-05-18,25000,30000,599.42,741,7,0.3,Failed,Passed,False
APP-301446,YexqpUO21264647,2025-04-10,100000,120000,77.47,763,8,0.56,Passed,Passed,False
APP-197294,zusVSOF24593752,2025-01-26,25000,30000,362.88,847,4,0.26,Passed,Passed,False
APP-036758,TBYyeCM16724342,2025-12-14,10000,12000,3411.0,834,8,0.68,Passed,Passed,False
APP-693289,agqoGVH29096561,2025-04-08,25000,30000,367.94,739,0,0.0,Passed,Passed,False
APP-117130,EwEgCUS12545738,2025-10-01,10000,12000,64.29,806,3,0.25,Passed,Passed,False
APP-709718,mCLByaT36226609,2025-04-07,25000,30000,832.18,786,0,0.0,Passed,Passed,False
APP-790877,wwDNlRT85969691,2025-10-19,50000,60000,3604.0,684,4,1.21,Failed,Passed,False
APP-373169,SPlJkFs92966278,2025-10-18,50000,60000,880.34,713,2,0.59,Passed,Passed,False
APP-759274,croIskX77219034,2025-06-01,50000,60000,665.03,781,6,0.42,Passed,Passed,False
APP-010069,wfChXZp36134074,2025-11-29,100000,120000,9552.29,767,5,0.51,Passed,Passed,False
APP-774009,sKrGRgi58498254,2025-09-09,100000,120000,2960.47,790,6,0.68,Passed,Passed,False
APP-018325,OYXfzGV72946671,2025-08-18,50000,60000,9047.39,810,0,0.0,Passed,Passed,False
APP-661806,vJKiKFY63637454,2025-02-04,25000,30000,4971.57,509,0,0.0,Passed,Passed,False
APP-853700,fxQPkdz32424154,2025-07-02,50000,60000,2430.8,816,4,0.17,Passed,Passed,False
APP-010222,oyfUZgg00516271,2025-09-22,25000,30000,40.05,707,1,0.59,Passed,Passed,True
APP-268390,LUywBuY69731121,2025-04-27,50000,60000,835.4,676,6,0.59,Passed,Passed,False
APP-011816,FOMeHax64037613,2025-07-26,100000,120000,64.14,806,2,0.55,Passed,Passed,False
APP-491067,OIINjrf68486661,2025-06-09,25000,30000,927.9,842,9,0.58,Passed,Passed,False
APP-871014,QVQVlha16179904,2025-08-13,100000,120000,3830.53,834,2,0.27,Passed,Passed,False
APP-116328,FDGxdFK56481491,2025-02-24,50000,60000,2849.01,711,9,0.46,Passed,Passed,False
APP-251964,pAUureK62208635,2025-10-10,10000,12000,575.46,639,0,0.0,Passed,Passed,False
APP-958616,KYtVNpD51870534,2025-06-12,100000,120000,4288.71,800,10,1.18,Passed,Passed,False
APP-117025,AFdjTrf50641383,2025-04-03,10000,12000,9538.12,829,6,0.45,Passed,Passed,False
APP-496550,CroemiX23445655,2025-12-21,25000,30000,3497.21,733,4,1.45,Passed,Passed,False
APP-421825,wzGdRtq49035213,2025-11-01,10000,12000,3791.53,761,6,0.61,Passed,Passed,False
APP-480575,LLqebem00323651,2025-08-14,25000,30000,207.5,850,2,1.0,Passed,Passed,False
APP-502424,jcNNNpP62532447,2025-08-26,50000,60000,759.64,666,1,0.64,Passed,Passed,False
APP-263352,Guyrlbu06578759,2025-03-24,100000,120000,41.86,847,5,0.14,Passed,Passed,False
APP-754877,pLuZVSw80396522,2025-12-11,25000,30000,7667.02,653,0,0.0,Passed,Passed,False
APP-320206,ZivTlZu30870593,2025-02-02,25000,30000,2610.65,832,0,0.0,Passed,Passed,False
APP-392031,PulTJSN15452267,2025-10-12,100000,120000,74.11,663,5,0.29,Passed,Passed,False
APP-676744,FjvVepw02959391,2025-07-09,100000,120000,14.82,766,7,0.71,Passed,Passed,False
APP-228780,AFywIyg41006762,2025-07-02,50000,60000,61.77,700,3,0.42,Passed,Passed,False
APP-390049,MNETbBP52621815,2025-06-07,25000,30000,10.45,652,6,0.12,Failed,Passed,False
APP-096667,sQOMEmg87205061,2025-10-04,50000,60000,1935.54,436,8,1.15,Passed,Passed,False
APP-629602,qCDqorK62565270,2025-12-12,100000,120000,59.06,813,5,0.42,Passed,Passed,False
APP-964991,GKHZKRN79374160,2025-11-28,100000,120000,6962.0,829,2,0.27,Passed,Passed,False
APP-047164,zJurHDa29451168,2025-10-27,25000,30000,1672.19,765,3,0.2,Passed,Passed,False
APP-954584,lrzjNMR64679970,2025-09-25,25000,30000,5067.25,830,7,0.29,Passed,Passed,False
APP-657713,UAMPfmC71324754,2025-09-09,50000,60000,20.38,694,3,0.78,Passed,Passed,False
APP-715342,DdxTmrx90233030,2025-06-19,25000,30000,1852.53,706,1,0.66,Passed,Passed,False
APP-932873,XnoPoRn41406029,2025-02-23,10000,12000,6240.91,815,4,0.94,Passed,Passed,False
APP-276654,RHNzLga66574374,2025-10-04,50000,60000,2102.75,777,7,0.14,Passed,Passed,False
APP-842749,ZZZMzQu44432830,2025-10-09,25000,30000,9174.74,712,4,0.3,Passed,Passed,False
APP-464540,EiVqUZJ58428241,2025-03-11,100000,120000,1548.81,713,4,0.37,Passed,Passed,False
APP-002143,GhRyHtA70999173,2025-05-21,100000,120000,803.72,732,5,0.44,Passed,Passed,False
APP-594538,nWXkKWk75250074,2025-12-28,25000,30000,1263.73,709,4,0.14,Failed,Passed,False
APP-232345,SwtigyG05830033,2025-09-21,50000,60000,47.36,706,0,0.0,Passed,Failed,False
APP-356682,UbLGkhx32603323,2025-12-26,25000,30000,2584.9,830,9,0.32,Passed,Passed,False
APP-896575,tAQgQHr61847230,2025-04-21,25000,30000,68.57,804,7,0.48,Passed,Passed,True
APP-203980,FnSEvpa83564208,2025-02-11,25000,30000,8258.01,655,5,0.6,Passed,Passed,False
APP-376191,ZRuBVhg47012045,2025-11-25,10000,12000,8618.33,675,5,1.12,Passed,Passed,False
APP-770141,iSUdkgA67467621,2025-02-12,100000,120000,812.66,807,7,1.0,Passed,Passed,False
APP-158162,QvHHSSN14508993,2025-03-19,25000,30000,4405.46,500,4,1.34,Passed,Passed,False
APP-539428,rdGoJPy77217535,2025-01-27,25000,30000,642.15,840,9,1.24,Passed,Passed,False
APP-587650,YMNOtGJ16608801,2025-07-30,10000,12000,67.52,713,10,0.55,Passed,Passed,False
APP-163975,JHxSgck71130554,2025-01-09,10000,12000,143.33,746,7,0.61,Passed,Passed,False
APP-792151,QLGiFaH51609177,2025-01-15,25000,30000,2463.91,676,1,0.66,Passed,Passed,False
APP-981009,vsCZiiA58669346,2025-11-09,10000,12000,48.29,760,1,0.34,Passed,Passed,False
APP-430027,LKQTARV28851587,2025-06-28,25000,30000,1482.0,836,5,0.24,Passed,Passed,False
APP-206569,CgNRVJo42043805,2025-04-16,10000,12000,13.47,672,9,0.48,Passed,Passed,False
APP-763808,mXUmsCl39735989,2025-03-05,25000,30000,187.29,728,3,0.22,Passed,Passed,False
APP-326763,XONQtFY57202590,2025-09-11,50000,60000,1820.23,661,8,0.37,Passed,Passed,False
APP-114310,JWPahQw55543987,2025-06-17,50000,60000,49.5,788,2,0.63,Passed,Passed,False
APP-398714,uGfgkXI58877043,2025-02-09,10000,12000,8567.17,710,8,0.39,Passed,Passed,False
APP-264293,oqAyCOz11024819,2025-01-12,10000,12000,45.15,843,8,0.66,Passed,Passed,False
APP-646143,kIoiVzY91476607,2025-07-04,25000,30000,8276.15,810,2,0.13,Passed,Passed,False
APP-381674,PGjkloN88143536,2025-09-16,10000,12000,178.32,653,8,0.38,Passed,Passed,False
APP-289540,muFCvNQ55231491,2025-05-10,100000,120000,2012.67,636,2,0.2,Passed,Passed,False
APP-474389,XtFJglP45257775,2025-04-17,50000,60000,8901.04,720,4,0.37,Passed,Passed,False
APP-528972,xzoXLUs30848872,2025-08-26,100000,120000,1349.04,745,5,0.58,Passed,Passed,False
APP-597989,qxocQnH27503731,2025-07-18,50000,60000,858.56,513,10,0.17,Passed,Passed,False
APP-245540,wwFYEMa91846386,2025-09-23,10000,12000,23.16,745,3,0.74,Passed,Passed,False
APP-421001,bpciKLk17773926,2025-04-20,50000,60000,738.61,699,6,0.19,Passed,Passed,False
APP-996117,AMjYLXl13797723,2025-06-12,10000,12000,41.95,812,5,0.59,Passed,Passed,False
APP-545390,McYIGWh86291279,2025-09-21,100000,120000,6346.39,716,2,0.77,Passed,Passed,False
APP-798662,qEXofsM76599162,2025-12-23,100000,120000,1446.86,702,9,0.65,Passed,Passed,False
APP-692339,xNrRzWn26944869,2025-05-04,10000,12000,43.19,728,2,0.55,Passed,Passed,False
APP-300255,ZJNSRTd37213865,2025-12-10,100000,120000,8664.28,751,7,0.28,Passed,Passed,False
APP-952563,dXlOFCa90669849,2025-06-15,50000,60000,605.31,720,9,0.53,Passed,Passed,False
APP-731252,HaVTefJ14656693,2025-04-24,50000,60000,2695.24,803,8,0.64,Passed,Passed,False
APP-870131,ZGqIYKq81818451,2025-09-27,10000,12000,55.88,831,4,0.28,Failed,Passed,False
APP-117517,psfzRVv35658804,2025-03-28,25000,30000,58.04,693,10,0.65,Passed,Passed,False
APP-358362,XghfRQF43333952,2025-11-22,10000,12000,523.7,630,4,1.24,Passed,Passed,False
APP-921515,IcGwzRX63920867,2025-06-06,50000,60000,478.43,663,5,0.36,Passed,Passed,False
APP-443878,lFBnASW84347955,2025-06-23,10000,12000,525.0,663,3,0.45,Passed,Passed,False
APP-713593,OHIUuYF22702672,2025-05-08,50000,60000,38.64,696,9,0.72,Passed,Passed,False
APP-891054,AhwRMmK45588450,2025-07-16,25000,30000,382.07,720,0,0.0,Passed,Passed,False
APP-256273,kvouuPs25699611,2025-08-11,25000,30000,5406.19,772,1,0.19,Passed,Passed,False
APP-433161,eEJdbXz34132611,2025-10-08,50000,60000,76.5,837,5,0.63,Passed,Passed,False
APP-099286,JCiSIlL00557784,2025-08-30,25000,30000,17.19,724,8,0.51,Passed,Passed,False
APP-784277,sEIaSFW42400825,2025-05-01,100000,120000,8991.77,753,2,0.34,Passed,Passed,False
APP-536720,HWZNZSR26634163,2025-09-10,25000,30000,61.39,746,9,0.45,Passed,Passed,False
APP-750669,Iblgsri49735020,2025-08-05,10000,12000,6345.32,817,0,0.0,Passed,Passed,False
APP-285685,mqyahXT20461872,2025-07-26,100000,120000,36.62,652,8,0.28,Passed,Passed,False
APP-441649,mxdQnhp20881474,2025-03-28,50000,60000,53.6,722,2,0.39,Passed,Passed,False
APP-111568,SIYgiFo71950052,2025-04-26,25000,30000,8001.63,790,8,0.78,Passed,Passed,False
APP-026218,wuUDrMJ84873928,2025-01-16,50000,60000,3110.55,678,0,0.0,Passed,Passed,False
APP-036323,XJjNsuA35186387,2025-09-07,10000,12000,8015.74,725,1,0.61,Passed,Passed,False
APP-185229,MTeanPF78994053,2025-08-29,10000,12000,69.66,844,5,0.66,Passed,Passed,False
APP-656130,HQpKOlJ81138633,2025-11-02,25000,30000,395.79,737,7,0.77,Passed,Passed,False
APP-398714,UuMpKIn75585566,2025-07-06,50000,60000,8521.38,828,7,0.66,Passed,Failed,False
APP-544300,JKKjgcD43350488,2025-06-19,10000,12000,4744.25,849,9,0.44,Passed,Passed,False
APP-457774,yfXdXvw27919409,2025-02-14,25000,30000,5347.72,730,7,0.18,Passed,Passed,False
APP-465183,WMKGfoB25832067,2025-02-05,25000,30000,980.11,760,10,0.71,Passed,Passed,False
APP-332533,JNVHppe27837693,2025-09-15,100000,120000,2337.89,529,8,0.72,Passed,Passed,False
APP-305757,comRxjW42597927,2025-09-08,10000,12000,776.29,814,5,0.27,Passed,Passed,False
APP-660702,NUjSSQb83388487,2025-10-29,100000,120000,821.14,590,7,0.16,Passed,Passed,False
APP-507666,GTguFMI45104636,2025-01-17,10000,12000,8433.18,817,9,0.77,Passed,Passed,False
APP-695085,OqybJro55543840,2025-09-17,10000,12000,8349.3,743,7,0.33,Passed,Passed,False
APP-610689,IRZmitS95782329,2025-05-30,25000,30000,1019.77,829,5,0.68,Passed,Passed,False
APP-532647,XmgilbW05664742,2025-04-09,100000,120000,196.27,850,9,0.24,Passed,Passed,False
APP-141240,ocAWarA52677223,2025-09-04,10000,12000,9339.64,779,10,0.51,Passed,Passed,False
APP-439684,PTYcHgC65699988,2025-07-07,10000,12000,5979.04,445,6,0.69,Passed,Passed,False
APP-359600,jDPCfUG47264908,2025-01-02,10000,12000,4486.65,805,9,0.52,Passed,Passed,False
APP-182087,TCOxfHT71452111,2025-02-08,50000,60000,77.93,781,7,0.66,Passed,Passed,False
APP-388193,sOlhima22206447,2025-09-17,25000,30000,280.8,831,9,1.31,Passed,Passed,False
APP-927191,ljdPwcj03849830,2025-07-04,50000,60000,739.32,822,5,1.25,Passed,Passed,False
APP-938198,uxyeWBJ82795014,2025-06-24,100000,120000,66.58,718,8,0.17,Passed,Passed,False
APP-921650,HKNwiNK17946954,2025-02-05,50000,60000,231.79,725,0,0.0,Passed,Passed,False
APP-817576,ZOnaOmS39660558,2025-09-29,100000,120000,17.17,710,10,0.62,Passed,Passed,False
APP-180867,EjODIvD23557702,2025-09-07,10000,12000,9338.36,413,6,0.39,Passed,Passed,False
APP-522624,KMylMhY12405682,2025-08-06,100000,120000,8469.85,804,10,0.59,Passed,Passed,False
APP-152893,GjmvEUH50317807,2025-03-03,100000,120000,259.68,660,10,0.15,Passed,Passed,False
APP-166517,HXQVtbK40915701,2025-12-13,50000,60000,1050.81,663,7,0.6,Passed,Passed,False
APP-313197,urjTZsK98813858,2025-11-25,50000,60000,541.5,697,9,0.49,Passed,Passed,False
APP-931352,NwtvmTW01662997,2025-09-18,100000,120000,16.44,842,3,0.72,Passed,Passed,False
APP-762559,lSQvYuD73329456,2025-04-01,10000,12000,18.03,660,5,0.41,Passed,Passed,False
APP-765118,pNpJkEy81487696,2025-11-17,10000,12000,4472.88,781,8,0.61,Passed,Passed,False
APP-566516,ltzeMgR19975817,2025-03-20,25000,30000,32.42,651,1,1.0,Passed,Passed,False
APP-172715,TwfLaNG73354946,2025-04-02,25000,30000,878.46,839,6,0.68,Passed,Passed,False
APP-362813,QlEimJy65666683,2025-04-15,25000,30000,11.66,668,5,0.13,Passed,Passed,False
APP-350334,lDGBJCy21267969,2025-05-27,100000,120000,41.58,814,6,0.4,Passed,Passed,False
APP-749687,DHfHNfp51971284,2025-04-29,10000,12000,730.79,805,1,0.35,Passed,Passed,False
APP-446544,kcSMVtU87956544,2025-07-16,100000,120000,67.55,786,0,0.0,Passed,Passed,False
APP-187398,MlLVjQC42944401,2025-08-29,50000,60000,9641.21,815,2,1.43,Passed,Passed,False
APP-125588,dPqWhdk66372395,2025-12-09,25000,30000,210.91,750,0,0.0,Passed,Passed,False
APP-740503,OwBNPrv47658018,2025-10-08,50000,60000,290.56,714,10,0.7,Passed,Passed,False
APP-513465,oUsqmcb10618175,2025-01-20,10000,12000,8662.49,675,8,0.42,Passed,Passed,False
APP-656996,rXBSQXX21244717,2025-09-09,50000,60000,2153.94,774,10,0.26,Passed,Passed,False
APP-387447,nNPgCTq96271286,2025-11-19,25000,30000,609.0,706,5,0.67,Passed,Passed,False
APP-134125,BzUXZYe25690877,2025-09-29,50000,60000,2208.75,791,5,0.71,Passed,Passed,False
APP-834106,JcyQmtS58517432,2025-05-15,50000,60000,70.11,836,2,0.72,Passed,Passed,False
APP-729976,ZCbcvdv37618478,2025-11-03,10000,12000,8313.78,789,9,1.25,Passed,Passed,False
APP-562067,tYgDNkL79032020,2025-08-19,25000,30000,4292.37,778,3,0.72,Passed,Passed,False
APP-393367,Llvehrj51982530,2025-11-09,25000,30000,8631.84,794,9,0.58,Passed,Passed,False
APP-774410,SinjOrH00219467,2025-11-11,100000,120000,945.26,774,0,0.0,Passed,Passed,False
APP-843971,DXOQnrd18195883,2025-10-01,25000,30000,5660.97,816,5,0.37,Passed,Passed,False
APP-182003,FGhepUC70108220,2025-09-03,50000,60000,8513.85,800,4,0.51,Passed,Passed,False
APP-409358,nNDlyxi31797062,2025-03-08,100000,120000,975.41,773,3,0.46,Passed,Passed,False
APP-173203,kKJofAH62534929,2025-01-30,100000,120000,21.59,804,1,0.46,Passed,Passed,False
APP-066646,cBHzEZZ29060078,2025-09-14,50000,60000,60.42,755,7,0.57,Passed,Passed,False
APP-184788,DXiTzlY74279907,2025-07-01,25000,30000,2212.52,696,8,0.13,Passed,Passed,False
APP-978884,RxdhyxD89319508,2025-05-08,10000,12000,8906.58,770,10,0.67,Passed,Passed,False
APP-879579,dexwCFG33554864,2025-06-24,25000,30000,815.15,766,2,0.54,Passed,Passed,False
APP-149179,jnHObsA41124127,2025-11-04,25000,30000,1977.13,805,3,0.47,Passed,Passed,False
APP-619069,CDtKiYt69557988,2025-09-16,10000,12000,8899.77,804,8,0.45,Passed,Passed,False
APP-239510,cuKiCqx84222231,2025-07-16,100000,120000,5698.4,523,5,0.71,Passed,Passed,False
APP-327866,PTsEsWK27520885,2025-07-09,10000,12000,39.78,789,4,0.43,Passed,Passed,False
APP-689984,HoYXrmb75150939,2025-02-23,10000,12000,6201.88,754,1,0.46,Passed,Passed,False
APP-032650,wwtCJfn62656504,2025-08-23,50000,60000,3351.73,843,8,0.4,Passed,Passed,False
APP-052411,AlJDTKW51961064,2025-04-10,25000,30000,4331.92,751,8,0.44,Passed,Passed,False
APP-207651,SPpbhWr44714627,2025-12-31,25000,30000,41.26,807,2,0.17,Passed,Passed,False
APP-335294,wkdrxAO42902572,2025-08-08,10000,12000,66.31,744,2,0.43,Passed,Passed,False
APP-760396,iHsxXFA45189520,2025-11-11,100000,120000,6525.69,694,8,0.3,Passed,Passed,False
APP-108492,HWvlTtb07545279,2025-10-03,50000,60000,275.27,742,9,0.46,Passed,Passed,False
APP-970453,LdEhqce07603108,2025-07-10,50000,60000,64.58,830,5,0.57,Passed,Passed,False
APP-687612,KegLWaH95528938,2025-09-11,50000,60000,412.73,651,4,0.26,Passed,Passed,False
